split,xml_path,image_path,image_id,base_id,filename,width,height,class_name,xmin,ymin,xmax,ymax,box_width,box_height,box_area,box_area_ratio
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-15.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-15.jpeg,20161021-SPI-AOI-15,20161021-SPI-AOI-15,20161021-SPI-AOI-15.jpg,600,600,Bad_podu,528,516,556,529,28,13,364,0.001011111111111111
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-15.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-15.jpeg,20161021-SPI-AOI-15,20161021-SPI-AOI-15,20161021-SPI-AOI-15.jpg,600,600,Bad_podu,529,31,560,43,31,12,372,0.0010333333333333334
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-15.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-15.jpeg,20161021-SPI-AOI-15,20161021-SPI-AOI-15,20161021-SPI-AOI-15.jpg,600,600,Bad_podu,39,126,74,138,35,12,420,0.0011666666666666668
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-15.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-15.jpeg,20161021-SPI-AOI-15,20161021-SPI-AOI-15,20161021-SPI-AOI-15.jpg,600,600,Bad_podu,43,31,75,41,32,10,320,0.0008888888888888889
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-16.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-16.jpeg,20161021-SPI-AOI-16,20161021-SPI-AOI-16,20161021-SPI-AOI-16.jpg,600,600,Bad_podu,181,528,193,552,12,24,288,0.0008
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-16.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-16.jpeg,20161021-SPI-AOI-16,20161021-SPI-AOI-16,20161021-SPI-AOI-16.jpg,600,600,Bad_podu,278,526,292,548,14,22,308,0.0008555555555555556
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-16.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-16.jpeg,20161021-SPI-AOI-16,20161021-SPI-AOI-16,20161021-SPI-AOI-16.jpg,600,600,Bad_podu,325,529,337,550,12,21,252,0.0007
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-16.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-16.jpeg,20161021-SPI-AOI-16,20161021-SPI-AOI-16,20161021-SPI-AOI-16.jpg,600,600,Bad_podu,425,528,437,550,12,22,264,0.0007333333333333333
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-16.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-16.jpeg,20161021-SPI-AOI-16,20161021-SPI-AOI-16,20161021-SPI-AOI-16.jpg,600,600,Bad_podu,229,39,243,64,14,25,350,0.0009722222222222222
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-16.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-16.jpeg,20161021-SPI-AOI-16,20161021-SPI-AOI-16,20161021-SPI-AOI-16.jpg,600,600,Bad_podu,279,41,291,65,12,24,288,0.0008
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-16.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-16.jpeg,20161021-SPI-AOI-16,20161021-SPI-AOI-16,20161021-SPI-AOI-16.jpg,600,600,Bad_podu,329,40,339,65,10,25,250,0.0006944444444444445
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-16.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-16.jpeg,20161021-SPI-AOI-16,20161021-SPI-AOI-16,20161021-SPI-AOI-16.jpg,600,600,Bad_podu,377,42,387,66,10,24,240,0.0006666666666666666
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-16.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-16.jpeg,20161021-SPI-AOI-16,20161021-SPI-AOI-16,20161021-SPI-AOI-16.jpg,600,600,Bad_podu,475,41,485,67,10,26,260,0.0007222222222222222
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-17.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-17.jpeg,20161021-SPI-AOI-17,20161021-SPI-AOI-17,20161021-SPI-AOI-17.jpg,600,600,Bad_podu,41,277,72,288,31,11,341,0.0009472222222222222
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-17.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-17.jpeg,20161021-SPI-AOI-17,20161021-SPI-AOI-17,20161021-SPI-AOI-17.jpg,600,600,Bad_podu,38,421,70,434,32,13,416,0.0011555555555555555
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-17.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-17.jpeg,20161021-SPI-AOI-17,20161021-SPI-AOI-17,20161021-SPI-AOI-17.jpg,600,600,Bad_podu,532,182,560,191,28,9,252,0.0007
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-17.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-17.jpeg,20161021-SPI-AOI-17,20161021-SPI-AOI-17,20161021-SPI-AOI-17.jpg,600,600,Bad_podu,37,471,76,482,39,11,429,0.0011916666666666666
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-17.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-17.jpeg,20161021-SPI-AOI-17,20161021-SPI-AOI-17,20161021-SPI-AOI-17.jpg,600,600,Bad_podu,40,230,76,238,36,8,288,0.0008
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-18.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-18.jpeg,20161021-SPI-AOI-18,20161021-SPI-AOI-18,20161021-SPI-AOI-18.jpg,600,600,Bad_podu,42,227,78,240,36,13,468,0.0013
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-18.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-18.jpeg,20161021-SPI-AOI-18,20161021-SPI-AOI-18,20161021-SPI-AOI-18.jpg,600,600,Bad_podu,39,277,78,288,39,11,429,0.0011916666666666666
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-18.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-18.jpeg,20161021-SPI-AOI-18,20161021-SPI-AOI-18,20161021-SPI-AOI-18.jpg,600,600,Bad_podu,39,324,76,336,37,12,444,0.0012333333333333332
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-18.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-18.jpeg,20161021-SPI-AOI-18,20161021-SPI-AOI-18,20161021-SPI-AOI-18.jpg,600,600,Bad_podu,42,375,77,387,35,12,420,0.0011666666666666668
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-18.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-18.jpeg,20161021-SPI-AOI-18,20161021-SPI-AOI-18,20161021-SPI-AOI-18.jpg,600,600,Bad_podu,41,424,81,434,40,10,400,0.0011111111111111111
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-18.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-18.jpeg,20161021-SPI-AOI-18,20161021-SPI-AOI-18,20161021-SPI-AOI-18.jpg,600,600,Bad_podu,43,471,79,481,36,10,360,0.001
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-18.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-18.jpeg,20161021-SPI-AOI-18,20161021-SPI-AOI-18,20161021-SPI-AOI-18.jpg,600,600,Bad_podu,531,327,561,339,30,12,360,0.001
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-18.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-18.jpeg,20161021-SPI-AOI-18,20161021-SPI-AOI-18,20161021-SPI-AOI-18.jpg,600,600,Bad_podu,531,278,561,289,30,11,330,0.0009166666666666666
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-18.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-18.jpeg,20161021-SPI-AOI-18,20161021-SPI-AOI-18,20161021-SPI-AOI-18.jpg,600,600,Bad_podu,531,374,561,387,30,13,390,0.0010833333333333333
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-18.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-18.jpeg,20161021-SPI-AOI-18,20161021-SPI-AOI-18,20161021-SPI-AOI-18.jpg,600,600,Bad_podu,531,423,559,435,28,12,336,0.0009333333333333333
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-19.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-19.jpeg,20161021-SPI-AOI-19,20161021-SPI-AOI-19,20161021-SPI-AOI-19.jpg,600,600,Bad_podu,529,30,557,41,28,11,308,0.0008555555555555556
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-19.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-19.jpeg,20161021-SPI-AOI-19,20161021-SPI-AOI-19,20161021-SPI-AOI-19.jpg,600,600,Bad_podu,530,78,555,89,25,11,275,0.0007638888888888889
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-19.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-19.jpeg,20161021-SPI-AOI-19,20161021-SPI-AOI-19,20161021-SPI-AOI-19.jpg,600,600,Bad_podu,530,126,561,138,31,12,372,0.0010333333333333334
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-19.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-19.jpeg,20161021-SPI-AOI-19,20161021-SPI-AOI-19,20161021-SPI-AOI-19.jpg,600,600,Bad_podu,529,174,557,188,28,14,392,0.0010888888888888888
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-19.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-19.jpeg,20161021-SPI-AOI-19,20161021-SPI-AOI-19,20161021-SPI-AOI-19.jpg,600,600,Bad_podu,530,223,557,236,27,13,351,0.000975
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-19.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-19.jpeg,20161021-SPI-AOI-19,20161021-SPI-AOI-19,20161021-SPI-AOI-19.jpg,600,600,Bad_podu,531,270,561,284,30,14,420,0.0011666666666666668
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-19.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-19.jpeg,20161021-SPI-AOI-19,20161021-SPI-AOI-19,20161021-SPI-AOI-19.jpg,600,600,Bad_podu,529,515,560,529,31,14,434,0.0012055555555555556
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-19.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-19.jpeg,20161021-SPI-AOI-19,20161021-SPI-AOI-19,20161021-SPI-AOI-19.jpg,600,600,Bad_podu,531,564,559,575,28,11,308,0.0008555555555555556
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-19.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-19.jpeg,20161021-SPI-AOI-19,20161021-SPI-AOI-19,20161021-SPI-AOI-19.jpg,600,600,Bad_podu,45,29,75,41,30,12,360,0.001
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-19.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-19.jpeg,20161021-SPI-AOI-19,20161021-SPI-AOI-19,20161021-SPI-AOI-19.jpg,600,600,Bad_podu,44,174,70,186,26,12,312,0.0008666666666666666
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-19.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-19.jpeg,20161021-SPI-AOI-19,20161021-SPI-AOI-19,20161021-SPI-AOI-19.jpg,600,600,Bad_podu,47,369,72,381,25,12,300,0.0008333333333333334
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-19.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-19.jpeg,20161021-SPI-AOI-19,20161021-SPI-AOI-19,20161021-SPI-AOI-19.jpg,600,600,Bad_podu,44,563,73,576,29,13,377,0.0010472222222222222
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-19.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-19.jpeg,20161021-SPI-AOI-19,20161021-SPI-AOI-19,20161021-SPI-AOI-19.jpg,600,600,Bad_podu,44,417,80,430,36,13,468,0.0013
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-3.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-3.jpeg,20161021-SPI-AOI-3,20161021-SPI-AOI-3,20161021-SPI-AOI-3.jpg,600,600,Bad_podu,59,44,74,70,15,26,390,0.0010833333333333333
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-3.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-3.jpeg,20161021-SPI-AOI-3,20161021-SPI-AOI-3,20161021-SPI-AOI-3.jpg,600,600,Bad_podu,407,50,420,72,13,22,286,0.0007944444444444444
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-4.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-4.jpeg,20161021-SPI-AOI-4,20161021-SPI-AOI-4,20161021-SPI-AOI-4.jpg,600,600,Bad_podu,40,229,71,242,31,13,403,0.0011194444444444444
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-4.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-4.jpeg,20161021-SPI-AOI-4,20161021-SPI-AOI-4,20161021-SPI-AOI-4.jpg,600,600,Bad_podu,41,327,73,339,32,12,384,0.0010666666666666667
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-4.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-4.jpeg,20161021-SPI-AOI-4,20161021-SPI-AOI-4,20161021-SPI-AOI-4.jpg,600,600,Bad_podu,43,471,70,483,27,12,324,0.0009
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-4.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-4.jpeg,20161021-SPI-AOI-4,20161021-SPI-AOI-4,20161021-SPI-AOI-4.jpg,600,600,Bad_podu,528,327,556,338,28,11,308,0.0008555555555555556
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-5.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-5.jpeg,20161021-SPI-AOI-5,20161021-SPI-AOI-5,20161021-SPI-AOI-5.jpg,600,600,Bad_podu,48,144,74,160,26,16,416,0.0011555555555555555
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-7.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-7.jpeg,20161021-SPI-AOI-7,20161021-SPI-AOI-7,20161021-SPI-AOI-7.jpg,600,600,Bad_podu,434,532,445,551,11,19,209,0.0005805555555555555
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-8.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-8.jpeg,20161021-SPI-AOI-8,20161021-SPI-AOI-8,20161021-SPI-AOI-8.jpg,600,600,Bad_podu,38,276,71,288,33,12,396,0.0011
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-8.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-8.jpeg,20161021-SPI-AOI-8,20161021-SPI-AOI-8,20161021-SPI-AOI-8.jpg,600,600,Bad_podu,42,325,70,338,28,13,364,0.001011111111111111
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-8.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-8.jpeg,20161021-SPI-AOI-8,20161021-SPI-AOI-8,20161021-SPI-AOI-8.jpg,600,600,Bad_podu,39,469,72,482,33,13,429,0.0011916666666666666
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-8.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-8.jpeg,20161021-SPI-AOI-8,20161021-SPI-AOI-8,20161021-SPI-AOI-8.jpg,600,600,Bad_podu,530,229,557,241,27,12,324,0.0009
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-8.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-8.jpeg,20161021-SPI-AOI-8,20161021-SPI-AOI-8,20161021-SPI-AOI-8.jpg,600,600,Bad_podu,532,325,557,338,25,13,325,0.0009027777777777777
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-9.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-9.jpeg,20161021-SPI-AOI-9,20161021-SPI-AOI-9,20161021-SPI-AOI-9.jpg,600,600,Bad_podu,45,231,70,241,25,10,250,0.0006944444444444445
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-9.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-9.jpeg,20161021-SPI-AOI-9,20161021-SPI-AOI-9,20161021-SPI-AOI-9.jpg,600,600,Bad_podu,45,425,68,436,23,11,253,0.0007027777777777778
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-9.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-9.jpeg,20161021-SPI-AOI-9,20161021-SPI-AOI-9,20161021-SPI-AOI-9.jpg,600,600,Bad_podu,534,329,550,345,16,16,256,0.0007111111111111111
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-9.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-9.jpeg,20161021-SPI-AOI-9,20161021-SPI-AOI-9,20161021-SPI-AOI-9.jpg,600,600,Bad_podu,535,374,549,392,14,18,252,0.0007
train_data,data\raw\train_data\Annotations\20161021-SPI-AOI-9.xml,data\raw\train_data\JPEGImages\20161021-SPI-AOI-9.jpeg,20161021-SPI-AOI-9,20161021-SPI-AOI-9,20161021-SPI-AOI-9.jpg,600,600,Bad_podu,42,328,68,339,26,11,286,0.0007944444444444444
train_data,data\raw\train_data\Annotations\20161025-SPI-AOI-2.xml,data\raw\train_data\JPEGImages\20161025-SPI-AOI-2.jpeg,20161025-SPI-AOI-2,20161025-SPI-AOI-2,20161025-SPI-AOI-2.jpg,600,600,Bad_qiaojiao,114,81,119,118,5,37,185,0.0005138888888888889
train_data,data\raw\train_data\Annotations\20161025-SPI-AOI-2.xml,data\raw\train_data\JPEGImages\20161025-SPI-AOI-2.jpeg,20161025-SPI-AOI-2,20161025-SPI-AOI-2,20161025-SPI-AOI-2.jpg,600,600,Bad_qiaojiao,479,86,487,127,8,41,328,0.0009111111111111111
train_data,data\raw\train_data\Annotations\20161025-SPI-AOI-4.xml,data\raw\train_data\JPEGImages\20161025-SPI-AOI-4.jpeg,20161025-SPI-AOI-4,20161025-SPI-AOI-4,20161025-SPI-AOI-4.jpg,600,600,Bad_qiaojiao,481,82,487,122,6,40,240,0.0006666666666666666
train_data,data\raw\train_data\Annotations\20161025-SPI-AOI-5.xml,data\raw\train_data\JPEGImages\20161025-SPI-AOI-5.jpeg,20161025-SPI-AOI-5,20161025-SPI-AOI-5,20161025-SPI-AOI-5.jpg,600,600,Bad_qiaojiao,113,81,117,119,4,38,152,0.0004222222222222222
train_data,data\raw\train_data\Annotations\20161025-SPI-AOI-5.xml,data\raw\train_data\JPEGImages\20161025-SPI-AOI-5.jpeg,20161025-SPI-AOI-5,20161025-SPI-AOI-5,20161025-SPI-AOI-5.jpg,600,600,Bad_qiaojiao,128,83,133,116,5,33,165,0.0004583333333333333
train_data,data\raw\train_data\Annotations\20161025-SPI-AOI-6.xml,data\raw\train_data\JPEGImages\20161025-SPI-AOI-6.jpeg,20161025-SPI-AOI-6,20161025-SPI-AOI-6,20161025-SPI-AOI-6.jpg,600,600,Bad_qiaojiao,480,83,487,122,7,39,273,0.0007583333333333333
train_data,data\raw\train_data\Annotations\20161025-SPI-AOI-8.xml,data\raw\train_data\JPEGImages\20161025-SPI-AOI-8.jpeg,20161025-SPI-AOI-8,20161025-SPI-AOI-8,20161025-SPI-AOI-8.jpg,600,600,Bad_podu,355,527,368,555,13,28,364,0.001011111111111111
train_data,data\raw\train_data\Annotations\20161026-SPI-AOI-5.xml,data\raw\train_data\JPEGImages\20161026-SPI-AOI-5.jpeg,20161026-SPI-AOI-5,20161026-SPI-AOI-5,20161026-SPI-AOI-5.jpg,600,600,Bad_podu,51,564,77,574,26,10,260,0.0007222222222222222
train_data,data\raw\train_data\Annotations\20161026-SPI-AOI-5.xml,data\raw\train_data\JPEGImages\20161026-SPI-AOI-5.jpeg,20161026-SPI-AOI-5,20161026-SPI-AOI-5,20161026-SPI-AOI-5.jpg,600,600,Bad_podu,523,564,552,575,29,11,319,0.0008861111111111111
train_data,data\raw\train_data\Annotations\20161026-SPI-AOI-6.xml,data\raw\train_data\JPEGImages\20161026-SPI-AOI-6.jpeg,20161026-SPI-AOI-6,20161026-SPI-AOI-6,20161026-SPI-AOI-6.jpg,600,600,Bad_podu,520,562,545,573,25,11,275,0.0007638888888888889
train_data,data\raw\train_data\Annotations\20161026-SPI-AOI-6.xml,data\raw\train_data\JPEGImages\20161026-SPI-AOI-6.jpeg,20161026-SPI-AOI-6,20161026-SPI-AOI-6,20161026-SPI-AOI-6.jpg,600,600,Bad_podu,517,379,544,392,27,13,351,0.000975
train_data,data\raw\train_data\Annotations\20161026-SPI-AOI-6.xml,data\raw\train_data\JPEGImages\20161026-SPI-AOI-6.jpeg,20161026-SPI-AOI-6,20161026-SPI-AOI-6,20161026-SPI-AOI-6.jpg,600,600,Bad_podu,514,194,544,206,30,12,360,0.001
train_data,data\raw\train_data\Annotations\20161026-SPI-AOI-6.xml,data\raw\train_data\JPEGImages\20161026-SPI-AOI-6.jpeg,20161026-SPI-AOI-6,20161026-SPI-AOI-6,20161026-SPI-AOI-6.jpg,600,600,Bad_podu,516,332,548,344,32,12,384,0.0010666666666666667
train_data,data\raw\train_data\Annotations\20161026-SPI-AOI-6.xml,data\raw\train_data\JPEGImages\20161026-SPI-AOI-6.jpeg,20161026-SPI-AOI-6,20161026-SPI-AOI-6,20161026-SPI-AOI-6.jpg,600,600,Bad_podu,53,55,80,66,27,11,297,0.000825
train_data,data\raw\train_data\Annotations\20161027-SPI-AOI-1.xml,data\raw\train_data\JPEGImages\20161027-SPI-AOI-1.jpeg,20161027-SPI-AOI-1,20161027-SPI-AOI-1,20161027-SPI-AOI-1.jpg,600,600,Bad_podu,35,54,46,75,11,21,231,0.0006416666666666667
train_data,data\raw\train_data\Annotations\20161027-SPI-AOI-1.xml,data\raw\train_data\JPEGImages\20161027-SPI-AOI-1.jpeg,20161027-SPI-AOI-1,20161027-SPI-AOI-1,20161027-SPI-AOI-1.jpg,600,600,Bad_podu,128,53,138,82,10,29,290,0.0008055555555555556
train_data,data\raw\train_data\Annotations\20161027-SPI-AOI-1.xml,data\raw\train_data\JPEGImages\20161027-SPI-AOI-1.jpeg,20161027-SPI-AOI-1,20161027-SPI-AOI-1,20161027-SPI-AOI-1.jpg,600,600,Bad_podu,176,54,187,81,11,27,297,0.000825
train_data,data\raw\train_data\Annotations\20161027-SPI-AOI-1.xml,data\raw\train_data\JPEGImages\20161027-SPI-AOI-1.jpeg,20161027-SPI-AOI-1,20161027-SPI-AOI-1,20161027-SPI-AOI-1.jpg,600,600,Bad_podu,413,52,424,84,11,32,352,0.0009777777777777777
train_data,data\raw\train_data\Annotations\20161027-SPI-AOI-1.xml,data\raw\train_data\JPEGImages\20161027-SPI-AOI-1.jpeg,20161027-SPI-AOI-1,20161027-SPI-AOI-1,20161027-SPI-AOI-1.jpg,600,600,Bad_podu,365,55,377,85,12,30,360,0.001
train_data,data\raw\train_data\Annotations\20161027-SPI-AOI-1.xml,data\raw\train_data\JPEGImages\20161027-SPI-AOI-1.jpeg,20161027-SPI-AOI-1,20161027-SPI-AOI-1,20161027-SPI-AOI-1.jpg,600,600,Bad_podu,318,56,331,84,13,28,364,0.001011111111111111
